lr23,lr_sent,lr23_sent,naive,split,benchmark
0.6888888888888889,0.4,0.6666666666666666,0.9111111111111111,249,UMCSENT
0.7555555555555555,0.8222222222222222,0.7555555555555555,0.7555555555555555,250,UMCSENT
0.8444444444444444,0.5777777777777778,0.8444444444444444,0.7333333333333334,251,UMCSENT
0.8222222222222223,0.5555555555555557,0.8,0.8666666666666667,252,UMCSENT
0.8444444444444444,0.6444444444444444,0.8444444444444444,0.8666666666666667,253,UMCSENT
0.9111111111111112,0.46666666666666673,0.9111111111111112,0.9111111111111111,254,UMCSENT
0.8444444444444444,0.5555555555555556,0.8222222222222222,0.7555555555555556,255,UMCSENT
0.9777777777777777,0.5555555555555556,0.9777777777777777,0.711111111111111,256,UMCSENT
0.7777777777777778,0.6444444444444445,0.7777777777777778,0.8888888888888888,257,UMCSENT
0.7555555555555556,0.4222222222222222,0.688888888888889,0.5777777777777778,258,UMCSENT
0.9777777777777777,0.7444444444444445,0.9777777777777777,0.8666666666666667,259,UMCSENT
0.7777777777777778,0.5666666666666667,0.7777777777777778,0.888888888888889,260,UMCSENT
0.9777777777777777,0.7111111111111111,0.9777777777777777,0.7111111111111111,261,UMCSENT
0.9333333333333333,0.5111111111111112,0.9111111111111111,0.7111111111111111,262,UMCSENT
0.8,0.5555555555555556,0.8,0.5555555555555556,263,UMCSENT
0.8666666666666667,0.5111111111111111,0.8666666666666667,0.688888888888889,264,UMCSENT
0.9555555555555555,0.5555555555555556,0.9555555555555555,0.6444444444444444,265,UMCSENT
0.8666666666666667,0.3777777777777778,0.8666666666666667,0.7777777777777779,266,UMCSENT
0.7333333333333334,0.7777777777777778,0.6888888888888888,0.8888888888888888,267,UMCSENT
0.9111111111111112,0.8,0.9111111111111112,0.688888888888889,268,UMCSENT
0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9777777777777777,269,UMCSENT
0.8444444444444446,0.5111111111111111,0.8222222222222222,0.888888888888889,270,UMCSENT
0.9333333333333333,0.5777777777777777,0.9333333333333333,0.6888888888888889,271,UMCSENT
0.7111111111111111,0.7777777777777778,0.688888888888889,0.6888888888888889,272,UMCSENT
0.888888888888889,0.48888888888888893,0.888888888888889,0.7333333333333334,273,UMCSENT
0.888888888888889,0.5555555555555556,0.8666666666666667,0.7777777777777778,274,UMCSENT
0.9111111111111112,0.3555555555555556,0.9111111111111111,0.6888888888888889,275,UMCSENT
0.7333333333333333,0.38888888888888895,0.7333333333333333,0.8666666666666667,276,UMCSENT
0.8222222222222223,0.2777777777777778,0.7777777777777779,0.688888888888889,277,UMCSENT
0.8444444444444444,0.7333333333333334,0.8444444444444444,0.5555555555555556,278,UMCSENT
1.0,0.7777777777777778,1.0,0.8888888888888888,279,UMCSENT
0.8444444444444446,0.7777777777777778,0.8444444444444446,0.9777777777777777,280,UMCSENT
0.888888888888889,0.7,0.8444444444444446,0.8444444444444444,281,UMCSENT
0.888888888888889,0.5777777777777777,0.888888888888889,0.9555555555555556,282,UMCSENT
0.9111111111111111,0.6777777777777778,0.9111111111111111,0.7555555555555556,283,UMCSENT
0.9111111111111111,0.6666666666666667,0.9111111111111111,0.8222222222222223,284,UMCSENT
0.7111111111111111,0.6666666666666667,0.7111111111111111,0.7333333333333334,285,UMCSENT
0.8666666666666667,0.6555555555555556,0.8666666666666667,0.888888888888889,286,UMCSENT
0.8666666666666667,0.6444444444444445,0.8666666666666667,0.8,287,UMCSENT
0.8888888888888888,0.8,0.8888888888888888,0.7111111111111111,288,UMCSENT
0.6888888888888889,0.5666666666666667,0.6888888888888889,0.9111111111111111,289,UMCSENT
0.8444444444444444,0.6555555555555556,0.8222222222222222,0.7111111111111111,290,UMCSENT
0.6888888888888889,0.5333333333333333,0.6888888888888889,0.6000000000000001,291,UMCSENT
0.888888888888889,0.6666666666666667,0.8888888888888888,0.8666666666666667,292,UMCSENT
